Rok,IČO,Název IČO,IČZ,Název IČZ,IČP,Název IČP,"Kód nasmlouvané odbornosti",Název odbornosti,Typ nasmlouvané odbornosti,"Kód ZP",Parametr,"Hodnota 2023"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301048,Standardní lůžková péče,6F1,akutní LP plastické chirurgie - typ F,H,201,Počet OD,167
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301048,Standardní lůžková péče,6F1,akutní LP plastické chirurgie - typ F,H,111,Počet lůžek,8
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301048,Standardní lůžková péče,6F1,akutní LP plastické chirurgie - typ F,H,111,Počet OD,727
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301048,Standardní lůžková péče,6F1,akutní LP plastické chirurgie - typ F,,213,Počet OD,59
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,213,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,V,111,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,V,111,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,V,207,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,V,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,,211,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F4,akutní LP cévní chirurgie - typ F,,211,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,213,Počet OD,187
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,211,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,211,Počet OD,608
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,V,205,Počet OD,"1,484"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,207,Počet OD,159
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,201,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,201,Počet OD,614
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,111,Počet lůžek,28
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301051,Standardní lůžková péče,5F1,akutní LP chirurgie - typ F,H,111,Počet OD,"2,787"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,207,Počet OD,22
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,201,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,201,Počet OD,138
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,111,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,211,Počet OD,135
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,211,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,213,Počet OD,55
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,213,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,111,Počet OD,662
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301054,Lůžkové  oddělení intenzivní péč,5T1,intenzivní LP chirurgie - typ T,V,205,Počet OD,326
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,213,Počet lůžek,25
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,211,Počet OD,976
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,211,Počet lůžek,25
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,213,Počet OD,323
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,207,Počet OD,201
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,201,Počet lůžek,25
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,201,Počet OD,696
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,111,Počet lůžek,25
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,H,111,Počet OD,"2,544"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301061,Standardní lůžková péče,5F6,akutní LP neurochirurgie - typ F,V,205,Počet OD,"1,814"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,213,Počet lůžek,9
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,213,Počet OD,106
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,211,Počet lůžek,9
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,211,Počet OD,338
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,V,205,Počet OD,488
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,207,Počet OD,95
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,201,Počet lůžek,9
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,201,Počet OD,293
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,111,Počet lůžek,9
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301063,Lůžkové oddělení intenzivní péče,5T6,intenzivní LP neurochirurgie - typ T,H,111,Počet OD,975
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,213,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,213,Počet OD,86
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet OD,379
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,V,205,Počet OD,"1,077"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,207,Počet OD,109
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,201,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,201,Počet OD,331
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,111,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301073,Lůžkové odd.intenzivní péče,7T8,resuscitační lůžková péče - ARO - typ T,H,111,Počet OD,"1,517"
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,213,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,211,Počet OD,420
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,207,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,201,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,201,Počet OD,744
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,111,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,111,Počet OD,818
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,205,Počet OD,814
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,207,Počet OD,129
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301076,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,213,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301076,NIP při KARIM,7D8,následná intenzivní péče (NIP),,211,Počet lůžek,10
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,213,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,201,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,201,Počet OD,35
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,111,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,111,Počet OD,154
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,213,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,205,Počet OD,83
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,207,Počet OD,81
2023,00098892,Fakultní nemocnice Olomouc,89301077,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,211,Počet OD,277
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301077,DIOP při KARIM,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,211,Počet lůžek,4
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,V,205,Počet OD,"4,752"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,201,Počet lůžek,62
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,201,Počet OD,"1,358"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,211,Počet OD,"2,058"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,211,Počet lůžek,62
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,213,Počet OD,375
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,,213,Počet lůžek,62
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,111,Počet lůžek,62
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,111,Počet OD,"4,157"
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,207,Počet OD,440
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301081,Standardní lůžková péče,6F3,akutní LP gynekologie a porodnictví - typ F,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,213,Počet OD,13
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,211,Počet lůžek,3
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,211,Počet OD,19
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,209,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,213,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,V,205,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,V,205,Počet OD,52
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,207,Počet lůžek,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,207,Počet OD,6
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,201,Počet lůžek,3
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,201,Počet OD,23
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,111,Počet lůžek,3
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,H,111,Počet OD,34
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301084,Lůžk.odd.intenzivní péče - porodní,6P3,intenzivní a intermediární LP porodnictví,,209,Počet OD,x
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301091,Standardní lůžková péče,3F4,akutní LP neonatologie - typ F,H,201,Počet lůžek,35
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301091,Standardní lůžková péče,3F4,akutní LP neonatologie - typ F,H,201,Počet OD,635
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301091,Standardní lůžková péče,3F4,akutní LP neonatologie - typ F,H,111,Počet lůžek,35
2023,00098892,Fakultní nemocnice Olomouc,89301000,Fakultní nemocnice Olomouc,89301091,Standardní lůžková péče,3F4,akutní LP neonatologie - typ F,,213,Počet lůžek,35
