"rok_platnosti","icz_nazev","ico","icz","okres","typsub","STAN","JIP","LDN","OSET","OLU","HOSP","NIP","DIOP","pocet_od_akutni_stan","pocet_od_akutni_int","pocet_od_nasledna"
2021,"Krajská zdravotní, a.s.","25488627","59454000","CZ0427","Nemocnice následné (ošetřovatelské) péče",0,0,0,0,20,0,0,0,0,0,1335
2021,"Krajská zdravotní, a.s.-Nemoc.Děčín,o.z.","25488627","51100000","CZ0421","Nemocnice",259,27,0,22,0,0,0,0,47082,7892,381
2021,"Krajská zdravotní, a.s.-Nemoc.Most,o.z.","25488627","57001000","CZ0425","Nemocnice",557,69,0,0,0,0,12,15,90208,11801,3830
2021,"Krajská zdravotní,a.s.-N.Litoměřice,o.z.","25488627","55021000","CZ0423","Nemocnice",348,37,0,0,0,0,0,0,50558,8928,0
2021,"Krajská zdravotní,a.s.-N.Litoměřice,o.z.","25488627","55037000","CZ0423","Léčebna pro dlouhodobě nemocné (LDN)",0,0,130,0,0,0,0,0,0,0,33098
2021,"Krajská zdravotní,a.s.-Nem.Chomutov,o.z.","25488627","52110000","CZ0422","Nemocnice",331,46,0,0,0,0,0,0,55509,8127,0
2021,"Krajská zdravotní,a.s.-Nemocnice Teplice","25488627","58101000","CZ0426","Nemocnice",376,51,0,0,0,0,0,0,67002,11673,0
2021,"Krajská zdravotní,a.s.-Nemocnice Teplice","25488627","58106000","CZ0426","Léčebna pro dlouhodobě nemocné (LDN)",0,0,51,0,0,0,0,0,0,0,12821
2021,"Kroměřížská nemocnice a.s.","27660532","77001000","CZ0721","Nemocnice",326,35,0,20,0,0,0,0,59271,6857,1472
2021,"Krušnohorská poliklinika s.r.o.","25030302","57622000","CZ0425","Nemocnice následné (ošetřovatelské) péče",0,0,0,30,0,0,0,0,0,0,11861
2021,"LRS Chvaly, o.p.s.","24805807","09514000","CZ0100","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,16686
2021,"Levitovo centrum následné péče p.o.- LDN","00190217","63113000","CZ0522","Léčebna pro dlouhodobě nemocné (LDN)",0,0,110,0,0,0,0,0,0,0,35998
2021,"Lázně Bělohrad a.s._rehabilitace","46504834","63803000","CZ0522","Odborné léčebné ústavy",0,0,0,0,56,0,0,0,0,0,14288
2021,"Lázně Darkov, a.s.","61974935","87063000","CZ0803","Odborné léčebné ústavy",0,0,0,0,111,0,0,0,0,0,23319
2021,"Lázně Slatinice a.s.","25367757","89875000","CZ0712","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,14283
2021,"Lázně Teplice nad Bečvou a.s.","45192570","92374000","CZ0714","Odborné léčebné ústavy",0,0,0,0,100,0,0,0,0,0,18002
2021,"Léčebna dlouhodobě nemocných","05212146","31093000","CZ020C","Léčebna pro dlouhodobě nemocné (LDN)",0,0,62,0,0,0,0,0,0,0,11810
2021,"Léčebna dlouhodobě nemocných Opočno","00191744","66232000","CZ0524","Léčebna pro dlouhodobě nemocné (LDN)",0,0,52,0,0,0,0,0,0,0,12252
2021,"Léčebna dlouhodobě nemocných Rybitví","00190560","65360000","CZ0532","Léčebna pro dlouhodobě nemocné (LDN)",0,0,105,0,0,0,0,0,0,0,32625
2021,"Léčebna dlouhodobě nemocných Vršovice","00879649","10499000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,72,0,0,0,0,0,0,0,26040
2021,"Léčebna dlouhodobě nemocných na Vojkově","27256391","28015000","CZ0209","Léčebna pro dlouhodobě nemocné (LDN)",0,0,100,0,0,0,0,0,0,0,29073
2021,"Léčebna dlouhodobě nemocných v Praze 6","45243956","06372000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,94,0,0,0,0,0,0,0,32152
2021,"Léčebna pro dlouhodobě nemocné HK","00180092","61358000","CZ0521","Léčebna pro dlouhodobě nemocné (LDN)",0,0,94,0,0,0,0,0,0,0,26481
2021,"Léčebna respiračních nemocí Cvikov,p.o.,","00673951","50213000","CZ0511","Odborné léčebné ústavy",0,0,0,0,72,0,0,0,0,0,22733
2021,"Léčebna respiračních nemocí Cvikov,p.o.,","00673951","50280000","CZ0511","Odborné léčebné ústavy",0,0,0,0,70,0,0,0,0,0,12994
2021,"MEDI HELP s.r.o., Masarykovo sanatorium","46359443","30515000","CZ020B","Nemocnice následné (ošetřovatelské) péče",0,0,0,180,0,0,0,0,0,0,57026
2021,"MEDICINA, spol. s r.o. - LDN","49904035","56009000","CZ0424","Léčebna pro dlouhodobě nemocné (LDN)",0,0,82,0,0,0,0,0,0,0,27739
2021,"MEDICON Hospitals s.r.o.","25634691","04757000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,48,60,0,0,0,0,0,0,35693
2021,"MEDITERRA - Sedlčany, s.r.o.","26429683","30529000","CZ020B","Nemocnice následné (ošetřovatelské) péče",0,0,0,60,0,0,0,0,0,0,16684
2021,"MEDITERRA Sedlčany, s.r.o.  - NIP, DIOP","26429683","30530000","CZ020B","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,18,10,0,0,16051
2021,"MEDITERRA s.r.o.","49686356","05522000","CZ0100","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,21,8,0,0,11901
2021,"MEDITERRA s.r.o.","49686356","05523000","CZ0100","Odborné léčebné ústavy",0,0,0,0,142,0,0,0,0,0,33759
2021,"MEDITERRA s.r.o.","49686356","05656000","CZ0100","Nemocnice",20,3,0,0,0,0,0,0,2131,782,0
2021,"MMN, a.s.","05421888","67101000","CZ0514","Nemocnice",20,4,0,0,0,0,0,0,4980,477,0
2021,"MMN, a.s.","05421888","67102000","CZ0514","Nemocnice",166,14,0,0,0,0,0,0,30347,4704,0
2021,"MMN, a.s.","05421888","67171000","CZ0514","Léčebna pro dlouhodobě nemocné (LDN)",0,0,75,0,0,0,0,0,0,0,17167
2021,"MSCARE s.r.o.","28509480","10637000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,42,0,0,0,0,0,0,0,21334
2021,"Masarykova nemocnice Rakovník s.r.o.","05212146","31001000","CZ020C","Nemocnice",124,18,0,0,0,0,0,0,24909,2697,0
2021,"Masarykův onkologický ústav","00209805","72931000","CZ0642","Nemocnice",229,16,0,0,0,0,0,0,45954,4797,0
2021,"MediCentrum Praha a.s.","64949486","04727000","CZ0100","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,12214
2021,"Mulačova nemocnice s. r. o.","25202189","44105000","CZ0323","Nemocnice",156,7,0,0,0,0,10,0,24589,1842,1328
2021,"Mělnická zdravotní, a.s.","27958639","25110000","CZ0206","Nemocnice",223,25,0,0,0,0,0,0,39196,4839,0
2021,"Mělnická zdravotní, a.s.","27958639","25119000","CZ0206","Nemocnice následné (ošetřovatelské) péče",0,0,0,93,0,0,0,0,0,0,31391
2021,"Městská nemocnice Městec Králové a.s.","26495015","27002000","CZ0208","Nemocnice",20,4,0,0,0,0,0,0,3730,816,0
2021,"Městská nemocnice Městec Králové a.s.","26495015","27011000","CZ0208","Léčebna pro dlouhodobě nemocné (LDN)",0,0,110,20,0,0,0,0,0,0,34187
2021,"Městská nemocnice Městec Králové a.s.","26495015","27028000","CZ0208","Odborné léčebné ústavy",0,0,0,0,20,0,0,0,,,
2021,"Městská nemocnice Městec Králové, a.s.","26495015","27015000","CZ0208","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,16,15,0,0,8285
2021,"Městská nemocnice Ostrava","00635162","91001000","CZ0806","Nemocnice",606,73,0,0,0,0,5,0,118983,17919,0
2021,"Městská nemocnice Ostrava","00635162","91001680","CZ0806","Léčebna pro dlouhodobě nemocné (LDN)",0,0,94,56,0,0,0,0,0,0,39504
2021,"Městská nemocnice Slavičín","62181378","82052000","CZ0724","Léčebna pro dlouhodobě nemocné (LDN)",0,0,50,0,0,0,0,0,0,0,15262
2021,"Městská nemocnice následné péče","45245843","09004000","CZ0100","Nemocnice následné (ošetřovatelské) péče",0,0,0,136,0,0,0,0,0,0,23864
2021,"Městská nemocnice s pol. Uh. Brod, s.r.o","25583905","80020000","CZ0722","Léčebna pro dlouhodobě nemocné (LDN)",0,0,90,0,0,0,0,0,0,0,26142
2021,"Městská nemocnice v Odrách, p.o.","66183596","88005000","CZ0804","Nemocnice",20,4,75,0,0,0,0,0,8467,871,12114
2021,"Městská nemocnice Čáslav","00873764","24200000","CZ0205","Nemocnice",138,6,0,0,0,0,0,0,17767,1425,0
2021,"Městská nemocnice Čáslav","00873764","24451000","CZ0205","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,10085
2021,"Městská nemocnice, a.s.","25262238","69002000","CZ0525","Nemocnice",109,7,0,0,0,0,0,0,18239,903,0
2021,"Městská nemocnice, a.s.","25262238","69005000","CZ0525","Nemocnice následné (ošetřovatelské) péče",0,0,0,50,0,0,0,0,0,0,11205
2021,"NH Hospital a.s.","27872963","21017000","CZ0202","Nemocnice",0,0,0,0,0,0,8,5,0,0,2029
2021,"NH Hospital a.s. - Nemocnice Hořovice","27872963","21002000","CZ0202","Nemocnice",239,33,0,0,0,0,0,0,60572,9279,0
2021,"Nem. Milos. sester sv. Vincence de Paul","17809193","77910000","CZ0721","Léčebna pro dlouhodobě nemocné (LDN)",0,0,105,0,0,0,0,0,0,0,39055
2021,"Nem. násl. péče LDN Horažďovice, s.r.o.","26360870","43030000","CZ0322","Léčebna pro dlouhodobě nemocné (LDN)",0,0,130,0,20,0,0,0,0,0,46436
2021,"Nem.Mil.sester sv.K.Boromej.v Praze","73634085","01002000","CZ0100","Nemocnice",108,10,0,0,0,0,0,0,23255,2877,4914
2021,"Nem.Mil.sester sv.K.Boromej.v Praze","73634085","01475000","CZ0100","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,13,0,0,0,0,5345
2021,"Nem.Mil.sester sv.K.Boromej.v Praze","73634085","01528000","CZ0100","Nemocnice následné (ošetřovatelské) péče",0,0,30,0,0,0,0,0,0,0,1206
2021,"Nemocnice  Prachatice, a.s. - LDN","26095165","37104000","CZ0315","Léčebna pro dlouhodobě nemocné (LDN)",0,0,25,0,0,0,0,0,0,0,2526
2021,"Nemocnice  Slaný","00875295","22102000","CZ0203","Nemocnice",229,20,0,60,0,0,0,0,38760,5331,9704
2021,"Nemocnice AGEL Jeseník a.s.","47973927","95202000","CZ0711","Nemocnice",98,5,0,0,0,0,0,0,19474,1431,0
2021,"Nemocnice AGEL Jeseník a.s.","47973927","95206000","CZ0711","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,9620
2021,"Nemocnice AGEL Louny a.s. - LDN","27332730","56012000","CZ0424","Léčebna pro dlouhodobě nemocné (LDN)",0,0,60,0,0,0,0,0,0,0,17498
2021,"Nemocnice AGEL Nový Jičín a.s.","25886207","88001000","CZ0804","Nemocnice",342,34,0,0,0,0,0,0,73935,10867,0
2021,"Nemocnice AGEL Nový Jičín a.s.","25886207","88014000","CZ0804","Léčebna pro dlouhodobě nemocné (LDN)",0,0,40,0,0,0,0,0,0,0,10450
2021,"Nemocnice AGEL Ostrava-Vítkovice a.s.","60793201","91950000","CZ0806","Nemocnice",316,39,0,0,0,0,0,0,54007,8771,0
2021,"Nemocnice AGEL Ostrava-Vítkovice a.s.","60793201","91950888","CZ0806","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,6915
2021,"Nemocnice AGEL Podhorská a.s.","47668989","85200000","CZ0801","Nemocnice",95,8,0,0,0,0,0,0,14394,1684,0
2021,"Nemocnice AGEL Podhorská a.s.","47668989","85291000","CZ0801","Nemocnice následné (ošetřovatelské) péče",0,0,0,40,0,0,0,0,0,0,7654
2021,"Nemocnice AGEL Třinec-Podlesí a.s.","48401129","86106000","CZ0802","Nemocnice",113,38,0,0,0,0,0,0,23496,9117,0
2021,"Nemocnice AGEL Valašské Meziříčí a.s.","26822105","94102000","CZ0723","Nemocnice",181,23,0,0,0,0,0,0,40993,4334,0
2021,"Nemocnice AGEL Valašské Meziříčí a.s.","26822105","94220000","CZ0723","Léčebna pro dlouhodobě nemocné (LDN)",0,0,78,0,0,0,0,0,0,0,19714
2021,"Nemocnice AGEL Český Těšín a.s.","25897551","87029000","CZ0803","Nemocnice",31,0,59,34,0,0,0,0,6991,0,12215
2021,"Nemocnice AGEL Říčany a.s.","27365867","28003000","CZ0209","Nemocnice",49,4,0,0,0,0,0,0,6486,1206,0
2021,"Nemocnice AGEL Říčany a.s.","27365867","28658000","CZ0209","Léčebna pro dlouhodobě nemocné (LDN)",0,0,35,0,0,0,0,0,0,0,7545
2021,"Nemocnice Beroun - LDN","26752051","21003000","CZ0202","Léčebna pro dlouhodobě nemocné (LDN)",0,0,42,0,0,0,0,0,0,0,20577
2021,"Nemocnice Blansko","00386634","71101000","CZ0641","Nemocnice",145,15,0,0,0,0,0,0,32530,4139,0
2021,"Nemocnice Blansko","00386634","71110000","CZ0641","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,9091
2021,"Nemocnice Boskovice s.r.o.","26925974","71113000","CZ0641","Nemocnice",205,24,0,0,0,0,0,0,40089,4413,0
2021,"Nemocnice Boskovice s.r.o.","26925974","71119000","CZ0641","Léčebna pro dlouhodobě nemocné (LDN)",0,0,12,0,0,0,0,5,0,0,1122
2021,"Nemocnice Břeclav, p. o.","00390780","74001000","CZ0644","Nemocnice",378,41,0,0,0,0,0,0,73151,9242,0
2021,"Nemocnice Dačice, a.s.","28113195","34013000","CZ0313","Léčebna pro dlouhodobě nemocné (LDN)",0,0,0,30,0,0,0,0,0,0,7836
2021,"Nemocnice Havlíčkův Brod, přísp. org.","00179540","60001000","CZ0631","Nemocnice",410,47,0,0,0,0,0,0,75653,8172,0
2021,"Nemocnice Havlíčkův Brod, přísp. org.","00179540","60223000","CZ0631","Léčebna pro dlouhodobě nemocné (LDN)",0,0,44,0,0,0,0,0,0,0,12995
2021,"Nemocnice Havířov, příspěv. organizace","00844896","87004000","CZ0803","Nemocnice",357,31,0,0,0,0,0,0,72474,7927,0
2021,"Nemocnice Havířov, příspěv. organizace","00844896","87054000","CZ0803","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,8336
2021,"Nemocnice Hranice a.s.","47677406","92002000","CZ0714","Nemocnice",98,10,0,0,0,0,0,0,17581,2078,0
2021,"Nemocnice Hranice a.s.","47677406","92283000","CZ0714","Léčebna pro dlouhodobě nemocné (LDN)",0,0,80,0,0,0,0,0,0,0,30847
2021,"Nemocnice Hustopeče p.o.","04212029","74022000","CZ0644","Nemocnice",25,0,0,0,0,0,0,0,5190,0,0
2021,"Nemocnice Hustopeče, p.o.","04212029","74007000","CZ0644","Nemocnice následné (ošetřovatelské) péče",0,0,94,0,0,0,0,0,0,0,17529
2021,"Nemocnice Ivančice, příspěvková organiz.","00225827","73303000","CZ0643","Léčebna pro dlouhodobě nemocné (LDN)",0,0,60,0,0,0,0,0,0,0,14379
2021,"Nemocnice Ivančice,příspěvková organiz.","00225827","73003000","CZ0643","Nemocnice",144,10,0,0,0,0,0,0,23408,3800,0
2021,"Nemocnice Jablonec n. N., p.o.","00829838","53201000","CZ0512","Nemocnice",276,33,0,0,0,0,0,0,51789,7444,0
2021,"Nemocnice Jablonec n. N.. p. o.","00829838","53212000","CZ0512","Léčebna pro dlouhodobě nemocné (LDN)",0,0,67,0,0,0,0,0,0,0,18150
2021,"Nemocnice Jihlava, p. o.","00090638","76001000","CZ0632","Nemocnice",559,66,0,0,0,0,0,0,91178,13156,0
2021,"Nemocnice Jihlava,příspěvková organizace","00090638","76002000","CZ0632","Léčebna pro dlouhodobě nemocné (LDN)",0,0,70,0,0,15,0,0,0,0,15913
2021,"Nemocnice Jindřichův Hradec, a.s.","26095157","34001000","CZ0313","Nemocnice",242,30,0,0,0,0,8,0,47363,7454,824
2021,"Nemocnice Jindřichův Hradec, a.s.","26095157","34011000","CZ0313","Léčebna pro dlouhodobě nemocné (LDN)",0,0,52,0,0,2,0,3,0,0,17703
2021,"Nemocnice Kadaň, s.r.o.","25479300","52120000","CZ0422","Nemocnice",157,15,0,0,0,0,0,0,35008,7382,0
2021,"Nemocnice Kadaň, s.r.o.","25479300","52121000","CZ0422","Léčebna pro dlouhodobě nemocné (LDN)",0,0,24,0,0,0,0,0,0,0,7697
2021,"Nemocnice Karviná - Ráj, příspěvková org","00844853","87001000","CZ0803","Nemocnice",205,22,108,0,0,0,15,5,43936,5678,15756
2021,"Nemocnice Kyjov, příspěvková organizace","00226912","75002000","CZ0645","Nemocnice",395,35,0,0,0,0,0,0,78678,8539,1351
2021,"Nemocnice Kyjov, příspěvková organizace","00226912","75007000","CZ0645","Nemocnice následné (ošetřovatelské) péče",0,0,0,48,0,0,0,0,0,0,9910
2021,"Nemocnice Letovice p.o.","00387134","71107000","CZ0641","Léčebna pro dlouhodobě nemocné (LDN)",0,0,120,0,0,0,0,0,0,0,42226
2021,"Nemocnice Mariánské Lázně s.r.o.","26376709","41191000","CZ0411","Nemocnice následné (ošetřovatelské) péče",0,0,57,37,0,0,0,0,0,0,21119
2021,"Nemocnice Milosrdných bratří, p.o.","48512478","72048000","CZ0642","Nemocnice",205,20,0,0,0,0,0,0,37880,5374,0
2021,"Nemocnice Milosrdných bratří, p.o.","48512478","72052000","CZ0642","Léčebna pro dlouhodobě nemocné (LDN)",0,0,243,0,0,0,0,0,0,0,57682
2021,"Nemocnice Měšice - CIOP, z.s.","65401921","28004000","CZ0209","Nemocnice následné (ošetřovatelské) péče",0,0,0,80,0,0,0,0,0,0,35476
2021,"Nemocnice Na Františku","00879444","01003000","CZ0100","Nemocnice",108,13,0,0,0,0,0,0,16964,3058,0
2021,"Nemocnice Na Františku","00879444","01311000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,46,0,13,0,0,0,0,0,11954
2021,"Nemocnice Na Homolce","00023884","05004000","CZ0100","Fakultní nemocnice",228,129,0,0,0,0,0,0,52097,34564,0
2021,"Nemocnice Na Pleši s.r.o.","27207064","30006000","CZ020B","Nemocnice",60,0,0,0,0,0,0,0,10511,0,0
2021,"Nemocnice Na Pleši s.r.o.","27207064","30522000","CZ020B","Odborné léčebné ústavy",0,0,0,0,80,0,0,0,0,0,25227
2021,"Nemocnice Na Pleši s.r.o.","27207064","30605000","CZ020B","Nemocnice následné (ošetřovatelské) péče",0,0,0,58,0,0,0,0,0,0,6996
2021,"Nemocnice Nové Město na Moravě, p. o.","00842001","84231000","CZ0635","Nemocnice",348,31,0,0,0,0,8,0,73243,7647,2242
2021,"Nemocnice Nové Město na Moravě, p. o.","00842001","84425000","CZ0635","Léčebna pro dlouhodobě nemocné (LDN)",0,0,70,0,0,0,0,8,0,0,15587
2021,"Nemocnice Nymburk s.r.o.","28762886","27001000","CZ0208","Nemocnice",125,11,0,0,0,0,0,0,29381,2680,0
2021,"Nemocnice Nymburk s.r.o.","28762886","27017000","CZ0208","Nemocnice následné (ošetřovatelské) péče",0,0,40,0,0,0,0,0,0,0,6500
2021,"Nemocnice Ostrov s.r.o.","47714913","42010000","CZ0412","Nemocnice",122,7,0,0,0,0,30,20,34138,828,14410
2021,"Nemocnice Ostrov s.r.o.","47714913","42452000","CZ0412","Léčebna pro dlouhodobě nemocné (LDN)",0,0,57,0,0,0,0,0,0,0,9144
2021,"Nemocnice Pardubického kraje, a.s.","27520536","62001000","CZ0531","Nemocnice",245,29,0,0,0,0,10,0,46512,7866,348
2021,"Nemocnice Pardubického kraje, a.s.","27520536","62002000","CZ0531","Léčebna pro dlouhodobě nemocné (LDN)",0,0,89,0,0,0,0,10,0,0,18250
2021,"Nemocnice Pardubického kraje, a.s.","27520536","65001000","CZ0532","Nemocnice",813,78,0,0,0,0,0,0,128913,15683,0
2021,"Nemocnice Pardubického kraje, a.s.","27520536","65361000","CZ0532","Léčebna pro dlouhodobě nemocné (LDN)",0,0,66,0,0,0,0,0,0,0,9846
2021,"Nemocnice Pardubického kraje, a.s.","27520536","68001000","CZ0533","Nemocnice",269,15,0,0,0,0,0,0,40039,4106,0
2021,"Nemocnice Pardubického kraje, a.s.","27520536","68002000","CZ0533","Nemocnice",187,20,0,0,0,0,0,0,28649,3685,0
2021,"Nemocnice Pardubického kraje, a.s.","27520536","68011000","CZ0533","Léčebna pro dlouhodobě nemocné (LDN)",0,0,23,0,0,0,0,0,0,0,6805
2021,"Nemocnice Pardubického kraje, a.s.","27520536","68012000","CZ0533","Léčebna pro dlouhodobě nemocné (LDN)",0,0,40,0,0,0,0,0,0,0,2068
2021,"Nemocnice Pardubického kraje, a.s.","27520536","70001000","CZ0534","Nemocnice",306,26,0,0,0,0,0,0,51667,7389,0
2021,"Nemocnice Pelhřimov, příspěvková org.","00511951","35001000","CZ0633","Nemocnice",271,23,0,0,0,0,0,0,47200,5653,0
2021,"Nemocnice Pelhřimov, příspěvková org.","00511951","35040000","CZ0633","Léčebna pro dlouhodobě nemocné (LDN)",0,0,46,0,0,0,0,0,0,0,11080
2021,"Nemocnice Počátky, s.r.o.","26216701","35043000","CZ0633","Léčebna pro dlouhodobě nemocné (LDN)",0,0,120,0,0,0,0,0,0,0,24334
2021,"Nemocnice Prachatice, a.s.","26095165","37101000","CZ0315","Nemocnice",137,9,0,0,0,0,0,0,27469,2772,0
2021,"Nemocnice Písek, a.s.","26095190","36101000","CZ0314","Nemocnice",314,48,0,0,0,0,0,5,46919,8670,989
2021,"Nemocnice Písek, a.s.","26095190","36102000","CZ0314","Léčebna pro dlouhodobě nemocné (LDN)",0,0,36,0,0,0,0,0,0,0,9540
2021,"Nemocnice Roudnice nad Labem s.r.o.","25443801","55039000","CZ0423","Nemocnice",135,8,0,0,0,0,0,0,20501,2100,0
2021,"Nemocnice Roudnice nad Labem s.r.o.","25443801","55040000","CZ0423","Léčebna pro dlouhodobě nemocné (LDN)",0,0,43,0,0,0,0,0,0,0,6601
2021,"Nemocnice Roudnice nad Labem s.r.o.","25443801","55044000","CZ0423","Nemocnice následné (ošetřovatelské) péče",0,0,0,28,0,0,0,0,0,0,396
2021,"Nemocnice Rudolfa a Stefanie Benešov,a.s","27253236","20003000","CZ0201","Odborné léčebné ústavy",0,0,0,0,25,0,0,0,0,0,1253
2021,"Nemocnice Rudolfa a Stefanie Benešov,a.s","27253236","20101000","CZ0201","Nemocnice",298,30,0,78,0,0,0,0,52852,6678,20368
2021,"Nemocnice Sokolov s.r.o.","24747246","48008000","CZ0413","Nemocnice",223,27,0,0,0,0,0,0,42401,6732,0
2021,"Nemocnice Sokolov s.r.o.","24747246","48009000","CZ0413","Léčebna pro dlouhodobě nemocné (LDN)",0,0,50,0,0,0,0,0,0,0,17686
2021,"Nemocnice Strakonice, a.s.","26095181","38001000","CZ0316","Nemocnice",245,20,0,0,0,0,0,0,52166,4664,0
2021,"Nemocnice Strakonice, a.s.","26095181","38005001","CZ0316","Léčebna pro dlouhodobě nemocné (LDN)",0,0,36,0,0,0,0,5,0,0,15276
2021,"Nemocnice Sv. Kříže Žižkov, s.r.o.","47124733","03324000","CZ0100","Nemocnice následné (ošetřovatelské) péče",0,0,0,67,0,0,0,0,0,0,12585
2021,"Nemocnice Sv. Kříže Žižkov, s.r.o.","47124733","03325000","CZ0100","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,0,10,0,0,2866
2021,"Nemocnice TGM Hodonín, příspěvková org.","00226637","75001000","CZ0645","Nemocnice",133,24,0,0,0,0,5,0,29786,8162,128
2021,"Nemocnice TGM Hodonín, příspěvková org.","00226637","75008000","CZ0645","Nemocnice následné (ošetřovatelské) péče",0,0,0,43,0,0,0,0,0,0,7889
2021,"Nemocnice Tanvald, s. r. o.","63145766","53208000","CZ0512","Nemocnice následné (ošetřovatelské) péče",0,0,0,35,0,0,24,20,0,0,23493
2021,"Nemocnice Tanvald, s.r.o","63145766","53286000","CZ0512","Nemocnice",18,3,0,0,0,0,0,0,5605,872,0
2021,"Nemocnice Tišnov,příspěvková organizace","44947909","73007000","CZ0643","Léčebna pro dlouhodobě nemocné (LDN)",0,0,60,0,30,0,0,0,0,0,22298
2021,"Nemocnice Tábor, a.s.","26095203","39001000","CZ0317","Nemocnice",398,34,0,0,0,0,0,0,92740,7960,0
2021,"Nemocnice Tábor, a.s.","26095203","39007000","CZ0317","Léčebna pro dlouhodobě nemocné (LDN)",0,0,69,0,0,0,0,0,0,0,19770
2021,"Nemocnice Třebíč, příspěvková organizace","00839396","79001000","CZ0634","Nemocnice",386,36,0,0,0,0,0,0,67472,7819,0
2021,"Nemocnice Třebíč, příspěvková organizace","00839396","79003000","CZ0634","Nemocnice následné (ošetřovatelské) péče",0,0,104,0,0,0,0,10,0,0,28543
2021,"Nemocnice Třinec, příspěvková organizace","00534242","86102000","CZ0802","Nemocnice",284,31,30,20,0,0,0,0,61961,9400,3986
2021,"Nemocnice Valtice s.r.o.","63488329","74021000","CZ0644","Léčebna pro dlouhodobě nemocné (LDN)",0,0,184,0,0,0,0,0,0,0,59257
2021,"Nemocnice Varnsdorf- LDN","49888498","51303000","CZ0421","Léčebna pro dlouhodobě nemocné (LDN)",0,0,100,0,0,0,0,0,0,0,30029
2021,"Nemocnice Volyně s.r.o.","25155946","38033001","CZ0316","Léčebna pro dlouhodobě nemocné (LDN)",0,0,66,0,0,0,0,0,0,0,8736
2021,"Nemocnice Vrchlabí, s.r.o.","64827232","69003000","CZ0525","Nemocnice",74,5,0,0,0,0,12,0,10592,1372,4273
2021,"Nemocnice Vrchlabí, s.r.o.","64827232","69008000","CZ0525","Nemocnice následné (ošetřovatelské) péče",0,0,0,25,10,0,0,0,0,0,11897
2021,"Nemocnice Vršovice a.s.","28971906","10693000","CZ0100","Odborné léčebné ústavy",0,0,0,0,35,0,0,0,0,0,10440
2021,"Nemocnice Vršovice a.s.","28971906","10706000","CZ0100","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,17,0,0,0,5667
2021,"Nemocnice Vršovice a.s.","28971906","10714000","CZ0100","Nemocnice",16,4,0,0,0,0,0,0,4280,1186,0
2021,"Nemocnice Vyškov, příspěvková organizace","00839205","81001000","CZ0646","Nemocnice",285,25,0,0,0,0,0,0,65333,8573,0
2021,"Nemocnice Vyškov, příspěvková organizace","00839205","81065000","CZ0646","Léčebna pro dlouhodobě nemocné (LDN)",0,0,90,0,0,0,0,0,0,0,17233
2021,"Nemocnice Znojmo,příspěvková organizace","00092584","83001000","CZ0647","Nemocnice",432,41,0,0,0,0,0,0,85627,9167,0
2021,"Nemocnice Znojmo,příspěvková organizace","00092584","83002000","CZ0647","Léčebna pro dlouhodobě nemocné (LDN)",0,0,115,0,0,0,0,0,0,0,23082
2021,"Nemocnice následné péče Moravská Třebová","00193895","68013000","CZ0533","Léčebna pro dlouhodobě nemocné (LDN)",0,0,80,0,0,0,0,0,0,0,23557
2021,"Nemocnice následné péče Praha s.r.o.","45789924","06408000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,40,20,0,0,0,0,0,0,17390
2021,"Nemocnice následné péče Praha s.r.o.","45789924","06610000","CZ0100","Odborné léčebné ústavy",0,0,0,0,20,0,0,0,0,0,7407
2021,"Nemocnice následné péče Svatá Anna,s.r.o","26360896","49008000","CZ0327","Léčebna pro dlouhodobě nemocné (LDN)",0,0,90,0,0,0,0,0,0,0,24351
2021,"Nemocnice následné péče VIA, s.r.o.","02390221","51262000","CZ0421","Léčebna pro dlouhodobě nemocné (LDN)",0,0,100,0,0,0,0,0,0,0,46870
2021,"Nemocnice následné péče s pol. Lom. n/P","00854875","67130000","CZ0514","Léčebna pro dlouhodobě nemocné (LDN)",0,0,59,0,0,0,0,0,0,0,18381
